STATION NAME                                      DATE                PRCP                TMAX                TMIN                
GREENSBORO                                        03 17 2018          0.25                40                  37.9                
GREENSBORO                                        03 18 2018          0.00                39.2                38.1                
GREENSBORO                                        03 19 2018          0.00                39.8                37.3                
GREENSBORO                                        03 20 2018          0.00                37.7                35.8                
GREENSBORO                                        03 21 2018          0.00                37.8                35.3                
GREENSBORO                                        03 22 2018          0.00                38.2                36                  
GREENSBORO                                        03 23 2018          0.00                39                  37.4                
GREENSBORO                                        03 24 2018          0.00                39.8                37.7                
GREENSBORO                                        03 25 2018          0.00                39.9                37.3                
GREENSBORO                                        03 26 2018          0.00                37.7                37                  
GREENSBORO                                        03 27 2018          0.00                38.8                37                  
GREENSBORO                                        03 28 2018          0.00                39.8                38.1                
GREENSBORO                                        03 29 2018          0.83                39.5                37.1                
GREENSBORO                                        03 30 2018          0.00                38.4                36                  
GREENSBORO                                        03 31 2018          0.00                38.9                36.4                
CLANTON                                           03 01 2018          0.13                39.6                37.4                
CLANTON                                           03 02 2018          0.14                39.6                36.3                
CLANTON                                           03 03 2018          0.00                38.6                35.6                
CLANTON                                           03 04 2018          0.00                38.8                35.5                
CLANTON                                           03 05 2018          0.00                39.2                35.7                
CLANTON                                           03 06 2018          0.60                39.2                35.7                
CLANTON                                           03 07 2018          0.03                39.2                35.7                
CLANTON                                           03 08 2018          0.00                37.6                35.1                
CLANTON                                           03 09 2018          0.00                37.5                34.7                
CLANTON                                           03 10 2018          0.00                38.5                34.8                
CLANTON                                           03 11 2018          2.08                39.5                36.3                
CLANTON                                           03 12 2018          0.14                38.2                35.8                
CLANTON                                           03 13 2018          0.00                37.9                35.4                
CLANTON                                           03 14 2018          0.00                38                  35.3                
CLANTON                                           03 15 2018          0.00                37.8                34.8                
CLANTON                                           03 16 2018          0.00                38.9                34.6                
CLANTON                                           03 17 2018          0.04                38.7                35.9                
CLANTON                                           03 18 2018          0.00                40                  38                  
CLANTON                                           03 19 2018          0.25                39.5                38                  
CLANTON                                           03 20 2018          0.05                39.6                37.4                
CLANTON                                           03 21 2018          0.00                38                  35.5                
CLANTON                                           03 22 2018          0.00                37.9                35.3                
CLANTON                                           03 23 2018          0.00                38.4                35.3                
CLANTON                                           03 24 2018          0.00                39                  36.2                
CLANTON                                           03 25 2018          0.00                39.7                37.4                
CLANTON                                           03 26 2018          0.00                40.1                36.9                
CLANTON                                           03 27 2018          0.00                37.5                36.7                
CLANTON                                           03 28 2018          0.00                39.3                36.9                
CLANTON                                           03 29 2018          0.00                40.1                37.9                
CLANTON                                           03 30 2018          1.09                39.5                37.2                
CLANTON                                           03 31 2018          0.00                38.7                35.8                
SOUTHWEST HUNTSVILLE                              03 01 2018          0.43                38.5                36.7                
SOUTHWEST HUNTSVILLE                              03 02 2018          0.00                37.6                36                  
SOUTHWEST HUNTSVILLE                              03 03 2018          0.00                38.1                35.2                
SOUTHWEST HUNTSVILLE                              03 04 2018          0.00                38.9                35.2                
SOUTHWEST HUNTSVILLE                              03 05 2018          0.14                37.8                36.7                
SOUTHWEST HUNTSVILLE                              03 06 2018          0.02                38.5                36.7                
SOUTHWEST HUNTSVILLE                              03 07 2018          0.00                36.7                35.2                
SOUTHWEST HUNTSVILLE                              03 08 2018          0.00                36.7                34.8                
SOUTHWEST HUNTSVILLE                              03 09 2018          0.00                38.3                34.4                
SOUTHWEST HUNTSVILLE                              03 10 2018          0.82                37.6                36.8                
SOUTHWEST HUNTSVILLE                              03 11 2018          0.38                37.9                35.8                
SOUTHWEST HUNTSVILLE                              03 12 2018          0.00                37.2                35.5                
SOUTHWEST HUNTSVILLE                              03 13 2018          0.00                37.4                34.7                
SOUTHWEST HUNTSVILLE                              03 14 2018          0.00                36.9                34.8                
SOUTHWEST HUNTSVILLE                              03 15 2018          0.00                38.9                34.6                
SOUTHWEST HUNTSVILLE                              03 16 2018          0.00                38.9                35.9                
SOUTHWEST HUNTSVILLE                              03 17 2018          0.14                39.9                37.8                
SOUTHWEST HUNTSVILLE                              03 18 2018          0.09                38.3                36.7                
SOUTHWEST HUNTSVILLE                              03 19 2018          0.26                38.9                37.2                
SOUTHWEST HUNTSVILLE                              03 20 2018          0.00                37.5                35.7                
SOUTHWEST HUNTSVILLE                              03 21 2018          0.00                37.3                35.3                
SOUTHWEST HUNTSVILLE                              03 22 2018          0.00                37.8                34.8                
SOUTHWEST HUNTSVILLE                              03 23 2018          0.01                38.3                35.6                
SOUTHWEST HUNTSVILLE                              03 24 2018          0.00                38.9                37.2                
SOUTHWEST HUNTSVILLE                              03 25 2018          0.16                38.8                37.1                
SOUTHWEST HUNTSVILLE                              03 26 2018          0.00                37.5                36.8                
SOUTHWEST HUNTSVILLE                              03 27 2018          0.00                38.4                36.6                
SOUTHWEST HUNTSVILLE                              03 28 2018          0.00                39.2                37.8                
SOUTHWEST HUNTSVILLE                              03 29 2018          0.97                38.8                37.4                
SOUTHWEST HUNTSVILLE                              03 30 2018          0.00                38                  36                  
SOUTHWEST HUNTSVILLE                              03 31 2018          0.00                39.1                35.4                
CHATOM                                            03 01 2018          0.00                40.4                38.2                
CHATOM                                            03 02 2018          0.00                40.1                37                  
CHATOM                                            03 03 2018          0.00                38.7                35.6                
CHATOM                                            03 04 2018          0.00                39.2                35.5                
CHATOM                                            03 05 2018          0.00                39.4                36.3                
CHATOM                                            03 06 2018          0.80                39.5                36.8                
CHATOM                                            03 08 2018          0.00                37.7                35.1                
CHATOM                                            03 09 2018          0.00                38.1                35                  
CHATOM                                            03 11 2018          0.00                39.8                37.6                
CHATOM                                            03 12 2018          1.35                38.4                36.5                
CHATOM                                            03 13 2018          0.00                37.5                35.4                
CHATOM                                            03 14 2018          0.00                38                  35.3                
CHATOM                                            03 16 2018          0.00                39.2                36                  
CHATOM                                            03 18 2018          0.80                39.2                36                  
CHATOM                                            03 19 2018          0.00                39.4                36.1                
CHATOM                                            03 20 2018          0.00                40.4                37.5                
CHATOM                                            03 21 2018          0.00                38.3                36.3                
CHATOM                                            03 22 2018          0.00                38.6                35.5                
CHATOM                                            03 24 2018          0.00                38.8                35.6                
CHATOM                                            03 25 2018          0.00                40.2                35.2                
HALEYVILLE                                        03 01 2018          0.60                38.4                37.5                
HALEYVILLE                                        03 02 2018          0.00                37.7                35.9                
HALEYVILLE                                        03 03 2018          0.00                38.2                35.7                
HALEYVILLE                                        03 04 2018          0.00                39                  36.1                
HALEYVILLE                                        03 05 2018          0.25                39                  36.7                
HALEYVILLE                                        03 06 2018          0.00                38.3                36.8                
HALEYVILLE                                        03 07 2018          0.00                38.3                35.4                
HALEYVILLE                                        03 09 2018          0.00                37.3                34.8                
HALEYVILLE                                        03 10 2018          0.50                38                  36.3                
HALEYVILLE                                        03 11 2018          0.75                37.8                36.6                
HALEYVILLE                                        03 12 2018          0.10                37.6                35.4                
HALEYVILLE                                        03 13 2018          0.00                37.4                34.8                
HALEYVILLE                                        03 14 2018          0.00                37.2                34.8                
HALEYVILLE                                        03 15 2018          0.00                37.7                35.1                
HALEYVILLE                                        03 16 2018          0.00                39.2                36.2                
HALEYVILLE                                        03 17 2018          0.05                38.5                37.6                
HALEYVILLE                                        03 18 2018          0.01                38.7                37                  
HALEYVILLE                                        03 21 2018          0.00                37.1                35.2                
HALEYVILLE                                        03 22 2018          0.00                37.9                35.1                
HALEYVILLE                                        03 23 2018          0.00                38.5                36.1                
HALEYVILLE                                        03 24 2018          0.00                38.8                37.2                
HALEYVILLE                                        03 25 2018          0.00                39.1                37.6                
HALEYVILLE                                        03 26 2018          0.05                38.9                36.9                
HALEYVILLE                                        03 27 2018          0.00                37.6                36.5                
HALEYVILLE                                        03 28 2018          0.00                39.2                37.6                
HALEYVILLE                                        03 29 2018          1.50                38.8                37.6                
HALEYVILLE                                        03 30 2018          0.00                38                  36.7                
HALEYVILLE                                        03 31 2018          0.00                38.3                35.4                
SCOTTSBORO                                        03 01 2018          2.55                38.3                37.3                
SCOTTSBORO                                        03 02 2018          0.40                37.9                36.2                
SCOTTSBORO                                        03 03 2018          0.00                38.1                35.2                
SCOTTSBORO                                        03 04 2018          0.00                38.5                35.4                
SCOTTSBORO                                        03 05 2018          0.00                38.9                35.7                
SCOTTSBORO                                        03 06 2018          0.25                37.5                36                  
SCOTTSBORO                                        03 07 2018          0.00                38.7                35.7                
SCOTTSBORO                                        03 08 2018          0.00                36.8                34.9                
SCOTTSBORO                                        03 09 2018          0.00                36.7                34.4                
SCOTTSBORO                                        03 10 2018          0.00                37.9                34.6                
SCOTTSBORO                                        03 13 2018          0.00                37.4                34.9                
SCOTTSBORO                                        03 14 2018          0.00                37.6                34.9                
SCOTTSBORO                                        03 15 2018          0.00                37.2                34.7                
SCOTTSBORO                                        03 16 2018          0.00                38.8                34.7                
SCOTTSBORO                                        03 17 2018          0.00                39                  35.8                
SCOTTSBORO                                        03 18 2018          0.21                39.7                36.8                
SCOTTSBORO                                        03 19 2018          0.10                38.6                36.8                
SCOTTSBORO                                        03 20 2018          0.28                38.4                37                  
SCOTTSBORO                                        03 21 2018          0.00                37.6                35.6                
SCOTTSBORO                                        03 22 2018          0.00                37.2                34.9                
SCOTTSBORO                                        03 23 2018          0.00                38                  34.9                
SCOTTSBORO                                        03 24 2018          0.00                38.3                35.9                
SCOTTSBORO                                        03 25 2018          0.05                38.9                36.9                
SCOTTSBORO                                        03 26 2018          0.00                38.2                36.7                
SCOTTSBORO                                        03 27 2018          0.00                37.2                36.6                
SCOTTSBORO                                        03 28 2018          0.00                38.2                36.7                
SCOTTSBORO                                        03 29 2018          0.00                39.6                36.8                
SCOTTSBORO                                        03 30 2018          0.80                39.4                37.2                
SCOTTSBORO                                        03 31 2018          0.00                38.2                35.5                
WINFIELD 2 SW                                     03 01 2018          0.33                39.4                37.6                
WINFIELD 2 SW                                     03 02 2018          0.28                38.1                35.6                
WINFIELD 2 SW                                     03 03 2018          0.00                37.9                35.1                
WINFIELD 2 SW                                     03 04 2018          0.00                38.6                35.8                
WINFIELD 2 SW                                     03 05 2018          0.16                39.2                36.4                
WINFIELD 2 SW                                     03 06 2018          0.20                38.4                34.9                
WINFIELD 2 SW                                     03 07 2018          0.00                38.5                35.5                
WINFIELD 2 SW                                     03 08 2018          0.00                37                  34.8                
WINFIELD 2 SW                                     03 09 2018          0.00                37.2                34.5                
WINFIELD 2 SW                                     03 10 2018          0.00                38.5                34.7                
WINFIELD 2 SW                                     03 11 2018          1.10                38                  36.6                
WINFIELD 2 SW                                     03 12 2018          0.00                37.9                35.7                
WINFIELD 2 SW                                     03 13 2018          0.00                37.5                34.8                
WINFIELD 2 SW                                     03 14 2018          0.00                37.6                34.8                
WINFIELD 2 SW                                     03 15 2018          0.00                37.4                34.6                
WINFIELD 2 SW                                     03 16 2018          0.00                38.8                34.6                
WINFIELD 2 SW                                     03 17 2018          0.66                38.2                35.8                
WINFIELD 2 SW                                     03 18 2018          0.12                39.7                37.4                
WINFIELD 2 SW                                     03 19 2018          0.05                38.6                37.4                
WINFIELD 2 SW                                     03 20 2018          0.04                39.6                36.9                
WINFIELD 2 SW                                     03 21 2018          0.00                37.3                35.3                
WINFIELD 2 SW                                     03 22 2018          0.00                37.4                34.8                
WINFIELD 2 SW                                     03 23 2018          0.00                38.2                34.8                
WINFIELD 2 SW                                     03 24 2018          0.00                38.9                36.3                
WINFIELD 2 SW                                     03 25 2018          0.00                39.4                37.2                
WINFIELD 2 SW                                     03 26 2018          0.00                39.4                37.2                
WINFIELD 2 SW                                     03 27 2018          0.00                37.5                36.9                
WINFIELD 2 SW                                     03 28 2018          0.00                38.6                36.9                
WINFIELD 2 SW                                     03 29 2018          0.18                39.6                38.2                
WINFIELD 2 SW                                     03 30 2018          0.88                38.3                37                  
WINFIELD 2 SW                                     03 31 2018          0.00                38.4                35.4                
VERNON                                            03 01 2018          0.32                39.7                37.8                
VERNON                                            03 02 2018          0.32                38.4                35.9                
VERNON                                            03 06 2018          0.51                39.3                37.1                
VERNON                                            03 07 2018          0.00                38.9                35.7                
VERNON                                            03 08 2018          0.00                38.8                35                  
VERNON                                            03 09 2018          0.00                37.5                34.8                
VERNON                                            03 13 2018          0.00                38                  34.9                
VERNON                                            03 14 2018          0.00                37.8                34.9                
VERNON                                            03 15 2018          0.00                38                  34.8                
VERNON                                            03 16 2018          0.00                39                  35.9                
VERNON                                            03 20 2018          0.01                39.7                37                  
VERNON                                            03 21 2018          0.02                37.9                35.4                
VERNON                                            03 23 2018          0.00                38.5                36                  
VERNON                                            03 26 2018          0.00                39.5                37.2                
VERNON                                            03 27 2018          0.00                37.5                37.1                
VERNON                                            03 28 2018          0.00                39                  37.2                
VERNON                                            03 29 2018          0.39                39.8                38.2                
NORTHPORT 2 S                                     03 01 2018          0.43                38.9                37.3                
NORTHPORT 2 S                                     03 02 2018          0.00                38.4                35.9                
NORTHPORT 2 S                                     03 03 2018          0.00                38.9                35.3                
NORTHPORT 2 S                                     03 04 2018          0.00                39.3                35.5                
NORTHPORT 2 S                                     03 05 2018          0.76                39.1                36.9                
NORTHPORT 2 S                                     03 06 2018          0.52                38.9                36.7                
NORTHPORT 2 S                                     03 07 2018          0.00                37.2                35.7                
NORTHPORT 2 S                                     03 08 2018          0.00                37.5                35.1                
NORTHPORT 2 S                                     03 09 2018          0.00                38.6                35                  
NORTHPORT 2 S                                     03 10 2018          0.03                39.3                36.6                
NORTHPORT 2 S                                     03 11 2018          1.28                38.2                36.7                
NORTHPORT 2 S                                     03 12 2018          0.00                37.8                36                  
NORTHPORT 2 S                                     03 13 2018          0.00                37.9                35.2                
NORTHPORT 2 S                                     03 14 2018          0.00                37.7                35.1                
NORTHPORT 2 S                                     03 15 2018          0.00                39.1                34.9                
NORTHPORT 2 S                                     03 16 2018          0.11                38.2                36.2                
NORTHPORT 2 S                                     03 17 2018          0.00                40.1                38                  
NORTHPORT 2 S                                     03 18 2018          0.13                39.2                37.6                
NORTHPORT 2 S                                     03 19 2018          0.00                39.9                38                  
NORTHPORT 2 S                                     03 20 2018          0.00                38.6                36                  
NORTHPORT 2 S                                     03 21 2018          0.00                37.9                35.7                
NORTHPORT 2 S                                     03 22 2018          0.00                38.5                35.2                
NORTHPORT 2 S                                     03 23 2018          0.00                39.1                35.9                
NORTHPORT 2 S                                     03 24 2018          0.00                39.9                37.6                
NORTHPORT 2 S                                     03 25 2018          0.00                40                  37.9                
NORTHPORT 2 S                                     03 26 2018          0.00                37.9                37.2                
NORTHPORT 2 S                                     03 27 2018          0.00                39.1                37                  
NORTHPORT 2 S                                     03 28 2018          0.00                40                  38.2                
NORTHPORT 2 S                                     03 29 2018          0.76                39.2                37.8                
NORTHPORT 2 S                                     03 30 2018          0.00                38.7                36.4                
NORTHPORT 2 S                                     03 31 2018          0.00                39.3                35.8                
HIGHLAND HOME 2 S                                 03 01 2018          0.04                40                  37.5                
HIGHLAND HOME 2 S                                 03 02 2018          0.00                38.5                36.5                
HIGHLAND HOME 2 S                                 03 03 2018          0.00                38.8                35.9                
HIGHLAND HOME 2 S                                 03 04 2018          0.00                39                  36.2                
HIGHLAND HOME 2 S                                 03 05 2018          0.00                39.3                36.9                
HIGHLAND HOME 2 S                                 03 06 2018          0.86                38.4                36.9                
HIGHLAND HOME 2 S                                 03 07 2018          0.00                37.4                35.7                
HIGHLAND HOME 2 S                                 03 08 2018          0.00                37.5                35.3                
HIGHLAND HOME 2 S                                 03 09 2018          0.00                38.3                35.5                
HIGHLAND HOME 2 S                                 03 10 2018          0.00                39.1                36.1                
HIGHLAND HOME 2 S                                 03 11 2018          0.58                38.1                37.2                
HIGHLAND HOME 2 S                                 03 12 2018          0.00                37.7                35.9                
HIGHLAND HOME 2 S                                 03 13 2018          0.00                37.7                35.2                
HIGHLAND HOME 2 S                                 03 15 2018          0.00                38.6                35.9                
HIGHLAND HOME 2 S                                 03 16 2018          0.00                38.7                36.6                
HIGHLAND HOME 2 S                                 03 17 2018          0.00                39.9                37.7                
HIGHLAND HOME 2 S                                 03 18 2018          0.36                39.4                38.3                
HIGHLAND HOME 2 S                                 03 19 2018          0.00                39.7                38.3                
HIGHLAND HOME 2 S                                 03 20 2018          0.00                38.9                36.6                
HIGHLAND HOME 2 S                                 03 21 2018          0.00                37.8                35.9                
HIGHLAND HOME 2 S                                 03 22 2018          0.00                38.1                35.6                
HIGHLAND HOME 2 S                                 03 23 2018          0.00                39                  36.7                
HIGHLAND HOME 2 S                                 03 24 2018          0.00                39.6                37                  
HIGHLAND HOME 2 S                                 03 25 2018          0.45                40                  37.3                
HIGHLAND HOME 2 S                                 03 26 2018          0.10                37.4                36.8                
HIGHLAND HOME 2 S                                 03 27 2018          0.00                39.1                36.7                
HIGHLAND HOME 2 S                                 03 28 2018          0.00                39.6                37.7                
HIGHLAND HOME 2 S                                 03 29 2018          0.93                39.6                37.8                
HIGHLAND HOME 2 S                                 03 30 2018          0.00                38.6                37                  
HIGHLAND HOME 2 S                                 03 31 2018          0.00                39.2                36.3                
TALLADEGA 10 NNE                                  03 01 2018          0.41                39.1                37.2                
TALLADEGA 10 NNE                                  03 02 2018          0.00                38                  35.7                
TALLADEGA 10 NNE                                  03 03 2018          0.00                38.5                35.1                
TALLADEGA 10 NNE                                  03 04 2018          0.00                38.8                35.3                
TALLADEGA 10 NNE                                  03 05 2018          0.04                38.3                36.2                
TALLADEGA 10 NNE                                  03 06 2018          0.84                38.6                37.1                
TALLADEGA 10 NNE                                  03 07 2018          0.00                37.1                35.4                
TALLADEGA 10 NNE                                  03 08 2018          0.00                37.2                34.8                
TALLADEGA 10 NNE                                  03 09 2018          0.00                38.3                34.6                
TALLADEGA 10 NNE                                  03 10 2018          0.29                38.8                35.7                
TALLADEGA 10 NNE                                  03 11 2018          0.65                37.8                36.9                
TALLADEGA 10 NNE                                  03 12 2018          0.00                37.4                35.4                
TALLADEGA 10 NNE                                  03 13 2018          0.00                37.7                35                  
TALLADEGA 10 NNE                                  03 14 2018          0.00                37.2                34.9                
TALLADEGA 10 NNE                                  03 15 2018          0.00                38.8                34.6                
TALLADEGA 10 NNE                                  03 16 2018          0.00                38.7                35.4                
TALLADEGA 10 NNE                                  03 17 2018          0.15                39.6                37.4                
TALLADEGA 10 NNE                                  03 18 2018          0.00                39.5                37.1                
TALLADEGA 10 NNE                                  03 19 2018          0.75                39.5                37.8                
TALLADEGA 10 NNE                                  03 20 2018          0.00                38                  36.2                
TALLADEGA 10 NNE                                  03 21 2018          0.00                37.4                35.6                
TALLADEGA 10 NNE                                  03 22 2018          0.00                38                  35                  
TALLADEGA 10 NNE                                  03 23 2018          0.09                38.2                35.3                
TALLADEGA 10 NNE                                  03 24 2018          0.00                39.7                36.4                
TALLADEGA 10 NNE                                  03 25 2018          0.00                39.6                37.1                
TALLADEGA 10 NNE                                  03 26 2018          0.00                37.3                36.6                
TALLADEGA 10 NNE                                  03 27 2018          0.00                38.9                36.6                
TALLADEGA 10 NNE                                  03 28 2018          0.00                39.9                37.2                
TALLADEGA 10 NNE                                  03 29 2018          0.97                39.4                37.9                
TALLADEGA 10 NNE                                  03 30 2018          0.00                38.3                36.2                
TALLADEGA 10 NNE                                  03 31 2018          0.00                39.3                35.6                
BAY MINETTE                                       03 01 2018          0.00                40.1                38.7                
BAY MINETTE                                       03 02 2018          0.00                40.2                37.2                
BAY MINETTE                                       03 03 2018          0.00                39.2                36.2                
BAY MINETTE                                       03 04 2018          0.00                39.4                36.2                
BAY MINETTE                                       03 05 2018          0.00                39.5                36.3                
BAY MINETTE                                       03 06 2018          0.05                39.5                37.7                
BAY MINETTE                                       03 07 2018          0.28                38.8                36.7                
BAY MINETTE                                       03 08 2018          0.00                38                  35.6                
BAY MINETTE                                       03 09 2018          0.00                38.2                35.6                
BAY MINETTE                                       03 10 2018          0.00                38.6                36.8                
BAY MINETTE                                       03 11 2018          0.00                39.3                37.4                
BAY MINETTE                                       03 12 2018          0.50                39                  36.5                
BAY MINETTE                                       03 13 2018          0.00                38.1                35.8                
BAY MINETTE                                       03 14 2018          0.00                38                  35.7                
BAY MINETTE                                       03 15 2018          0.00                38.5                35.6                
BAY MINETTE                                       03 16 2018          0.00                38.8                36.6                
BAY MINETTE                                       03 17 2018          0.50                38.9                36.7                
BAY MINETTE                                       03 18 2018          0.08                39.7                38.6                
BAY MINETTE                                       03 19 2018          0.25                39.2                38.6                
BAY MINETTE                                       03 20 2018          0.00                39.8                37.8                
BAY MINETTE                                       03 21 2018          0.00                38.8                36.4                
BAY MINETTE                                       03 22 2018          0.00                38.8                36                  
BAY MINETTE                                       03 23 2018          0.00                38.8                36.4                
BAY MINETTE                                       03 24 2018          0.00                39.2                37.4                
BAY MINETTE                                       03 25 2018          0.00                39.5                37.4                
BAY MINETTE                                       03 26 2018          0.00                39.8                38.4                
BAY MINETTE                                       03 27 2018          0.00                38.8                37.4                
BAY MINETTE                                       03 28 2018          0.00                39.1                37.4                
BAY MINETTE                                       03 29 2018          0.00                39.6                38.3                
BAY MINETTE                                       03 30 2018          1.50                39.8                37.8                
BAY MINETTE                                       03 31 2018          0.00                39.5                37.8                
GADSDEN 19 N                                      03 01 2018          0.49                38.4                36.7                
GADSDEN 19 N                                      03 02 2018          0.00                37.6                35.7                
GADSDEN 19 N                                      03 03 2018          0.00                38                  35.1                
GADSDEN 19 N                                      03 04 2018          0.00                38.5                35.1                
GADSDEN 19 N                                      03 05 2018          0.04                37.3                36.2                
GADSDEN 19 N                                      03 06 2018          0.17                38.2                36.9                
GADSDEN 19 N                                      03 07 2018          0.00                36.9                35.4                
GADSDEN 19 N                                      03 08 2018          0.00                36.4                34.7                
GADSDEN 19 N                                      03 09 2018          0.00                37.9                34.4                
GADSDEN 19 N                                      03 10 2018          0.95                38.1                36.1                
GADSDEN 19 N                                      03 11 2018          1.16                37.6                36.4                
GADSDEN 19 N                                      03 12 2018          0.00                37                  35.4                
GADSDEN 19 N                                      03 13 2018          0.00                37.1                34.8                
GADSDEN 19 N                                      03 14 2018          0.00                36.7                34.9                
GADSDEN 19 N                                      03 15 2018          0.00                38.4                35.1                
GADSDEN 19 N                                      03 16 2018          0.00                38.5                35.9                
